"","context","type","date_published","url","author_name","claim_reviewed","review_rating"
"1084","http://schema.org","ClaimReview","2016-07-14","https://www.politifact.com/truth-o-meter/statements/2016/jul/14/barack-obama/barack-obama-offers-flawed-comparison-between-teen/","PolitiFact","""We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.""","Mostly False"
"1085","http://schema.org","ClaimReview","2018-10-31","https://www.politifact.com/north-carolina/statements/2018/oct/31/mark-harris/dan-mccready-hasnt-said-hed-impeach-trump/","PolitiFact","""In our debate, Dan McCready doubled down on his support for Pelosi’s liberal agenda of … impeaching our president.""","False"
"1086","http://schema.org","ClaimReview","2018-10-03","https://www.politifact.com/arizona/statements/2018/oct/02/martha-mcsally/did-kyrsten-sinema-support-bill-encouraging-child-/","PolitiFact","Says Rep. Kyrsten Sinema supported a bill that is ""essentially encouraging child trafficking.""","False"
"1087","http://schema.org","ClaimReview","2018-12-20","https://www.politifact.com/facebook-fact-checks/statements/2018/dec/20/blog-posting/no-time-magazine-cover-does-not-call-trump-worst-p/","PolitiFact","Says Time magazine cover features President Donald Trump with the text ""Worst. President. Ever.""","Pants on Fire"
"1088","http://schema.org","ClaimReview","2017-08-21","https://www.politifact.com/truth-o-meter/statements/2017/aug/21/matthew-rosendale/republican-senate-hopeful-claims-montana-sen-jon-t/","PolitiFact","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""","Pants on Fire"
"1089","http://schema.org","ClaimReview","2018-10-26","https://www.politifact.com/new-york/statements/2018/oct/26/marcus-molinaro/molinaro-says-cuomos-spending-not-good-he-claims/","PolitiFact","On spending growth under Gov. Andrew Cuomo: ""Despite the fact that you continue to suggest that you’ve been able to hold the two percent, you haven’t.""","True"
"1090","http://schema.org","ClaimReview","2018-09-28","https://www.weeklystandard.com/holmes-lybrand/fact-check-is-this-a-photo-of-christine-blasey-ford-and-bill-clinton","The Weekly Standard","Is This a Photo of Christine Blasey Ford and Bill Clinton","FALSE"
"1091","http://schema.org","ClaimReview","2018-08-07","https://www.politifact.com/texas/statements/2018/aug/06/ted-cruz/ted-cruz-says-beto-orourke-open-abolishing-ice/","PolitiFact","Says Beto O’Rourke is ""open to abolishing ICE.""","Mostly True"
"1092","http://schema.org","ClaimReview","2016-07-12","https://www.politifact.com/florida/statements/2016/jul/12/carlos-beruff/are-you-being-forced-government-health-care-nope/","PolitiFact","“The folks in Washington” are “already forcing you to buy government health care.”","Mostly False"
"1093","http://schema.org","ClaimReview","2019-04-10","https://www.politifact.com/facebook-fact-checks/statements/2019/apr/10/viral-image/no-isnt-photograph-immigrant-smallpox/","PolitiFact","A photograph shows an undocumented immigrant with smallpox.","Pants on Fire"
"1094","http://schema.org","ClaimReview","2018-02-26","https://www.politifact.com/wisconsin/statements/2018/feb/26/paul-ryan/wake-parkland-paul-ryans-claim-about-laws-aimed-st/","PolitiFact","We ""have laws on the books designed to prevent people with mental illnesses from getting firearms.""","Half True"
"1095","http://schema.org","ClaimReview","2017-11-04","https://www.politifact.com/truth-o-meter/statements/2017/nov/03/paul-ryan/would-house-gop-tax-plan-save-typical-family-1182/","PolitiFact","""With this plan, the typical family of four will save $1,182 a year on their taxes.""","Half True"
"1096","http://schema.org","ClaimReview","2019-04-02","https://www.washingtonpost.com/politics/2019/04/02/mick-mulvaneys-nonsensical-math-obamacare/","Washington Post","“But keep in mind, you put all of those people together, people who are on the individual exchanges, people who are on their parents’ programs at 26, more people than that, most of them in the middle class, paid a fine last year so they didn’t have to take Obamacare.”","Four Pinocchios"
"1097","http://schema.org","ClaimReview","2017-02-09","https://www.washingtonpost.com/news/fact-checker/wp/2017/02/09/trumps-claim-that-the-number-of-officer-deaths-in-2016-increased-56-percent-from-2015/","Washington Post","“The number of officers shot and killed in the line of duty last year increased by 56 percent from the year before.”","Geppetto Checkmark"
"1098","http://schema.org","ClaimReview","2018-01-12","https://www.washingtonpost.com/news/fact-checker/wp/2018/01/12/is-the-trump-tax-cut-good-or-bad-for-the-middle-class/","Washington Post","“It’s a debt-inducing, make-rich-people-richer tax bill that in the long run is not going to be helpful to the vast majority of people in my state that are sitting around the kitchen table trying to figure out how [to] come out even at the end of the month.”","Two Pinocchios"
"1099","http://schema.org","ClaimReview","2018-09-28","https://www.politifact.com/california/statements/2018/sep/28/ted-cruz/ted-cruzs-misleading-claim-california-hemorrhaging/","PolitiFact","California ""is hemorrhaging population.""","Mostly False"
"1100","http://schema.org","ClaimReview","2018-06-07","http://www.politifact.com/truth-o-meter/article/2018/jun/07/nfl-malcolm-jenkins-facts-prisons-police-shooting/","PolitiFact","""More than 60% of people in prison are people of color.""","Includes Hispanic Other Black"
"1101","http://schema.org","ClaimReview","2016-06-27","https://www.washingtonpost.com/news/fact-checker/wp/2016/06/27/trump-campaigns-unsupported-claim-that-state-department-gave-55-million-to-laureate-universities-which-hired-bill-clinton/","Washington Post","""As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group. Clinton’s State Department provided $55.2 million in grants to Laureate Education from 2010-2012. ""","Four Pinocchios"
"1102","http://schema.org","ClaimReview","2019-03-06","https://www.politifact.com/facebook-fact-checks/statements/2019/mar/06/facebook-posts/yes-jk-rowling-was-knocked-forbes-billionaires-lis/","PolitiFact","Says author J.K. Rowling was the first billionaire to fall off Forbes billionaire list because of charitable giving.","Half True"
"1103","http://schema.org","ClaimReview","2018-05-29","https://www.washingtonpost.com/news/fact-checker/wp/2018/05/29/the-dubious-statistic-getting-the-dhs-secretary-in-trouble-with-president-trump/","The Washington Post","“We’re doing a lot of work on security, generally speaking, security and border — border security. The border’s down over 40 percent.""","Not the whole story"
"1104","http://schema.org","ClaimReview","2019-04-16","https://www.politifact.com/facebook-fact-checks/statements/2019/apr/16/facebook-posts/no-there-was-not-lone-man-dressed-muslim-garb-walk/","PolitiFact","A video clip from the Notre Dame cathedral fire shows a man walking alone in a tower of the church ""dressed in Muslim garb.""","Pants on Fire"
"1105","http://schema.org","ClaimReview","2016-06-20","https://www.politifact.com/florida/statements/2016/mar/08/keep-promise-1-pac/pro-ted-cruz-pac-says-marco-rubio-skipped-18-defen/","PolitiFact","Says Marco Rubio ""skipped 18 defense votes including one to arm the Kurds to fight ISIS.""","Half True"
"1106","http://schema.org","ClaimReview","2017-08-17","https://www.politifact.com/truth-o-meter/statements/2017/aug/17/donald-trump/donald-trump-wrong-charlottesville-counter-protest/","PolitiFact","White nationalist protesters in Charlottesville ""had a permit. The other group didn’t have a permit.""","Pants on Fire"
"1107","http://schema.org","ClaimReview","2017-04-11","https://www.politifact.com/truth-o-meter/statements/2016/sep/28/blog-posting/claims-hillary-clinton-wore-earpiece-debate-dont-h/","PolitiFact","Say photographs of Hillary Clinton at the debate show what could be an earpiece.","Pants on Fire"
"1108","http://schema.org","ClaimReview","2018-10-31","https://www.politifact.com/truth-o-meter/statements/2018/oct/31/donald-trump/donald-trumps-wild-number-sanctuary-city-criminal-/","PolitiFact","Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country.""","False"
"1109","http://schema.org","ClaimReview","2017-07-05","https://www.politifact.com/punditfact/statements/2017/jul/05/stgeorgegazettecom/story-about-ryan-announcing-trumps-resignation-com/","PolitiFact","""Donald Trump plans to step down as President of the United States and resign from office within the next 30 days.""","Pants on Fire"
"1110","http://schema.org","ClaimReview","2018-06-14","https://www.washingtonpost.com/news/fact-checker/wp/2018/06/14/recidivism-watch-trump-administration-again-blames-others-for-its-own-family-separation-policy/","Washington Post","""It’s the law [to separate immigrant families], and that’s what the law states.""","False"
"1111","http://schema.org","ClaimReview","2019-02-14","https://www.politifact.com/truth-o-meter/statements/2019/feb/14/jerrold-nadler/does-us-have-more-gun-deaths-1-day-other-countries/","PolitiFact","""In 2011, for example, the United Kingdom had 146 deaths due to gun violence; Denmark, 71; Portugal, 142; and Japan, 30. But last year, in the United States, almost 40,000.""","Mostly True"
"1112","http://schema.org","ClaimReview","2019-04-18","https://www.politifact.com/truth-o-meter/article/2019/apr/18/context-comparing-bill-barrs-summary-mueller-repor/","PolitiFact","Says Special Counsel Robert Mueller stated, ""while this report does not conclude that the President committed a crime, it also does not exonerate him.”","Needs context"
"1113","http://schema.org","ClaimReview","2016-09-02","https://www.politifact.com/new-york/statements/2016/sep/02/john-plumb/reed-has-voted-trade-deals-opposes-tpp/","PolitiFact","Tom Reed ""has actually voted for every single trade deal that has ever come before him in any form.""","True"
"1114","http://schema.org","ClaimReview","2019-01-15","https://www.factcheck.org/2019/01/trumps-not-donating-1-billion-for-border-wall/","FactCheck.org","""BREAKING: Trump Family Donates $1 Billion To Wall Fund""","False"
"1115","http://schema.org","ClaimReview","2018-10-01","https://www.politifact.com/illinois/statements/2018/sep/23/bruce-rauner/rauner-veers-course-claiming-pritzker-proposed-mil/","PolitiFact","""J.B. Pritzker’s tax plan"" includes a ""new tax per mile you drive with government tracking device.""","False"
"1116","http://schema.org","ClaimReview","2019-03-20","https://www.politifact.com/texas/statements/2019/mar/20/tweets/no-texas-democratic-party-did-not-give-beto-orourk/","PolitiFact","Says Beto O'Rourke ""gave the remaining $4.5+ mill from his Senate race to (the Texas Democratic Party) a few months ago, & the Party sent the money back to him on the day of his announcement.""","Pants on Fire"
"1117","http://schema.org","ClaimReview","2017-05-31","https://www.washingtonpost.com/news/fact-checker/wp/2017/05/31/trump-on-nato-funding-still-misleading-after-months-of-fact-checks/","Washington Post","""Many of these [NATO] nations owe massive amounts of money from past years and not paying in those past years.”","Four Pinocchios"
"1118","http://schema.org","ClaimReview","2017-12-15","https://www.politifact.com/wisconsin/statements/2017/dec/15/gwen-moore/house-tax-plan-permanent-tax-cuts-rich-eventually-/","PolitiFact","The House tax plan ""would provide permanent tax cuts for individuals who are multi-millionaires and billionaires,"" but ""all middle-class families will eventually face a tax increase, since tax relief for them expires.""","Half True"
"1119","http://schema.org","ClaimReview","2016-07-13","https://www.washingtonpost.com/news/fact-checker/wp/2016/07/13/trump-correctly-uses-new-statistic-that-there-are-20-veteran-suicides-a-day/","Washington Post","""A shocking 20 veterans are committing suicide each and every day, especially our older veterans.""","Geppetto Checkmark"
"1120","http://schema.org","ClaimReview","2016-04-19","https://www.politifact.com/missouri/statements/2016/apr/18/catherine-hanaway/hanaway-wrong-about-missouris-rate-moving-people-w/","PolitiFact","""We’re the worst state in the country at moving people from welfare to work.""","False"
"1121","http://schema.org","ClaimReview","2018-10-26","https://www.factcheck.org/2018/10/trump-stump-speeches-health-care/","FactCheck.org","“I’ll soon sign into the law the largest legislative effort in history to address the opioid crisis. ... Very little Democrat support.”","False"
"1122","http://schema.org","ClaimReview","2018-11-03","https://www.politifact.com/north-carolina/statements/2018/nov/03/mark-harris/republican-says-democrats-cut-billions-medicare-le/","PolitiFact","""Liberal Democrats"" who back Dan McCready ""cut $716 BILLION from Medicare to fund their healthcare scheme: Obamacare.""","Mostly False"
"1123","http://schema.org","ClaimReview","2019-02-19","https://www.politifact.com/punditfact/statements/2019/feb/19/rush-limbaugh/scientists-response-rush-limbaughs-climate-denial-/","PolitiFact","""Climate change is nothing but a bunch of computer models that attempt to tell us what's going to happen in 50 years or 30. Notice the predictions are never for next year or the next 10 years. They're always for way, way, way, way out there, when none of us are going to be around or alive to know whether or not they were true.""","False"
"1124","http://schema.org","ClaimReview","2017-08-03","https://www.politifact.com/georgia/statements/2017/aug/03/david-perdue/gop-senator-david-perdue-blames-obamacare-leaving-/","PolitiFact","Because of the failure to pass a repeal bill, ""Obamacare remains the law of the land ... This means more than 300,000 Georgians below the poverty line will still not have access to the insurance Obamacare promised.""","Half True"
"1125","http://schema.org","ClaimReview","2018-08-07","https://www.politifact.com/wisconsin/statements/2018/aug/06/tony-evers/tony-evers-figures-are-wrong-attack-scott-walker-o/","PolitiFact","""Since Scott Walker has been our governor, we’ve gone from 50 percent state funding for the"" University of Wisconsin System ""to 15 percent.""","False"
"1126","http://schema.org","ClaimReview","2017-03-16","https://www.politifact.com/truth-o-meter/statements/2017/mar/16/luis-gutierrez/rep-gutierrez-says-hundreds-republican-amendments-/","PolitiFact","""2009-2010, let's remember, hundreds of Republican amendments were adopted in the ACA.""","Half True"
"1127","http://schema.org","ClaimReview","2016-10-06","https://www.politifact.com/nevada/statements/2016/oct/06/lesley-cohen/nevada-assemblyman-accused-appearing-fetish-film-s/","PolitiFact","""It’s bad enough that (Stephen) Silberkraus appeared in a sexual fetish film where women were kidnapped from their homes and forced to live naked in kennels and trained to be pets. But when Silberkraus isn’t acting in films that degrade women, he’s stalking them in his personal time.""","Mostly False"
"1128","http://schema.org","ClaimReview","2016-06-21","http://www.factcheck.org/2016/06/suspected-terrorists-and-guns/","FactCheck.org","Says known or suspected terrorists “cannot just walk in and buy a firearm” at a gun store.","Spins the Facts"
"1129","http://schema.org","ClaimReview","2017-05-23","https://www.factcheck.org/2017/05/gingrich-spreads-conspiracy-theory/","FactCheck.org","Claimed that a Democratic National Committee staffer “apparently was assassinated” after “having given WikiLeaks something like … 53,000 [DNC] emails and 17,000 attachments.”","Unsupported"
"1130","http://schema.org","ClaimReview","2019-05-01","https://www.factcheck.org/2019/05/trumps-deceptive-arms-trade-treaty-argument/","FactCheck.org","Under the United Nations Arms Trade Treaty, the U.S. would “surrender American sovereignty” and allow “foreign bureaucrats to trample on your Second Amendment freedom.”","False"
"1131","http://schema.org","ClaimReview","2017-02-23","https://www.politifact.com/illinois/statements/2017/feb/23/richard-durbin/Durbin-right-about-geography-of-Chicago-violence/","PolitiFact","""You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.""","True"
"1132","http://schema.org","ClaimReview","2017-10-17","https://www.politifact.com/georgia/statements/2017/oct/17/stacey-abrams/school-voucher-claim-ga-gov-race-leaves-out-import/","PolitiFact","Says Stacey Evans ""voted for (school) vouchers...in the beginning.""","Half True"
"1133","http://schema.org","ClaimReview","2016-07-15","https://www.politifact.com/truth-o-meter/statements/2011/dec/16/newt-gingrich/newt-gingrich-said-he-never-lobbied-freddie-mac-un/","PolitiFact","""I never lobbied under any circumstance"" for Freddie Mac.","Half True"
"1134","http://schema.org","ClaimReview","2018-01-19","https://www.washingtonpost.com/news/fact-checker/wp/2018/01/19/trump-misfires-with-claim-that-military-would-shut-down-during-government-shutdown/","Washington Post","""A government shutdown will be devastating to our military.""","Three Pinocchios"
"1135","http://schema.org","ClaimReview","2017-04-27","https://www.politifact.com/truth-o-meter/statements/2017/apr/27/steve-mnuchin/no-trump-has-not-given-more-financial-disclosure-a/","PolitiFact","Says President Donald Trump ""has given more financial disclosure than anybody else.""","False"
"1136","http://schema.org","ClaimReview","2017-08-03","https://www.factcheck.org/2017/08/trump-didnt-ignore-disabled-child/","FactCheck.org","""This Video Of A Disabled Toddler Trying To Shake Trump’s Hand And Getting Ignored Will Break Your Heart.”","False"
"1137","http://schema.org","ClaimReview","2016-05-12","https://www.politifact.com/virginia/statements/2016/may/02/randy-forbes/forbes-says-chinas-submarine-fleet-will-double-uni/","PolitiFact","China is ""going to have twice the number of submarines we have in just over a decade.""","Half True"
"1138","http://schema.org","ClaimReview","2018-07-16","https://www.politifact.com/truth-o-meter/article/2018/jul/16/russia-investigation-donald-trump-timeline-updated/","PolitiFact","""Russia, if you’re listening, I hope you can find the 33,000 emails that are missing.""","Timing needs context"
"1139","http://schema.org","ClaimReview","2018-10-26","https://www.politifact.com/north-carolina/statements/2018/oct/26/george-holding/holding-misleads-obamacare-premium-increase-during/","PolitiFact","""Obamacare raised premiums by 100 percent and after that 91 percent of the people were covered, but we’re all paying 100 percent more.""","False"
"1140","http://schema.org","ClaimReview","2017-10-05","https://www.politifact.com/north-carolina/statements/2017/oct/05/phil-berger/berger-says-nc-has-strictest-anti-gerrymandering-s/","PolitiFact","NC has the ""strictest anti-gerrymandering standards"" in the U.S.","False"
"1141","http://schema.org","ClaimReview","2016-08-24","https://www.politifact.com/florida/statements/2016/aug/16/vote-no-2/medical-marijuana-amendment-doesnt-restrict-dispen/","PolitiFact","""Because there's no local option to allow communities to ban, limit or restrict the location of pot shops, if Amendment 2 passes you can expect the seedy elements of the pot industry to move in right next door to your neighborhood, your church, your business and even your child's school.""","Mostly False"
"1142","http://schema.org","ClaimReview","2018-05-08","https://www.washingtonpost.com/news/fact-checker/wp/2018/05/08/trumps-claim-that-iran-could-build-nuclear-weapons-in-seven-years/","Washington Post","“In seven years, that deal will have expired, and Iran is free to go ahead and create nuclear weapons. That’s not acceptable. Seven years is tomorrow.”","Four Pinocchios"
"1143","http://schema.org","ClaimReview","2018-06-29","https://www.politifact.com/ohio/statements/2018/jun/29/ohio-republican-party/ohio-gop-miscasts-sherrod-browns-longstanding-poli/","PolitiFact","Says Sherrod Brown in 1978 ""voted for stricter removal standards (for voter registration) and then enforced them as Secretary of State.""","Half True"
"1144","http://schema.org","ClaimReview","2018-06-01","https://www.factcheck.org/2018/06/roseanne-fox-and-a-satire-story/","FactCheck.org","""FOX Network Picks Up ‘Roseanne'""","Written As Satire"
"1145","http://schema.org","ClaimReview","2017-04-11","https://www.politifact.com/truth-o-meter/statements/2016/mar/07/bernie-s/bernie-sanders-wrong-say-when-youre-white-you-dont/","PolitiFact","""When you're white ... you don't know what it's like to be poor.""","False"
"1146","http://schema.org","ClaimReview","2017-06-20","https://www.politifact.com/truth-o-meter/article/2017/jun/20/7-questions-about-senate-health-care-bill-and-tran/","PolitiFact","Did Republicans change their tune on whether to craft a health-care bill in secret?","Yes, they flip- flopped"
"1147","http://schema.org","ClaimReview","2018-03-24","https://www.politifact.com/truth-o-meter/statements/2018/mar/24/doug-jones/yes-waiting-periods-gun-purchases-have-been-linked/","PolitiFact","""States that have implemented waiting periods have seen significant decreases in suicides.""","Mostly True"
"1148","http://schema.org","ClaimReview","2019-02-01","https://www.politifact.com/truth-o-meter/statements/2019/feb/01/adam-smith/has-number-border-patrol-agents-quadrupled-2005/","PolitiFact","""Go back to 2005 until now, we have quadrupled the number of Border Patrol agents.""","False"
"1149","http://schema.org","ClaimReview","2017-12-19","https://www.factcheck.org/2017/12/claims-alabama-voter-fraud/","FactCheck.org","Voter fraud was “massive” and “unprecedented” in an attempt to help Democrat Doug Jones win Alabama’s special Senate election.","No Evidence"
"1150","http://schema.org","ClaimReview","2018-05-22","https://www.politifact.com/north-carolina/statements/2018/may/22/david-rouzer/congressman-deal-ensured-iran-could-hit-us-nuclear/","PolitiFact","“The #irandeal ultimately would have guaranteed Iran a nuclear bomb capable of reaching the US.”","False"
"1151","http://schema.org","ClaimReview","2018-02-13","https://www.politifact.com/punditfact/statements/2018/feb/12/breitbart/food-stamps-dropped-nationally-after-temporary-spi/","PolitiFact","""Food stamp enrollment drops by four million in one month.""","Mostly True"
"1152","http://schema.org","ClaimReview","2018-03-07","https://www.politifact.com/pennsylvania/statements/2017/dec/06/lou-barletta/pa-rep-lou-barletta-overstates-benefits-house-tax-/","PolitiFact","""GDP is booming. Let’s spread the prosperity to the middle class with big #TaxCuts. Our #TaxReform package doubles standard deduction, brings $$$ back home, and reduces rates for ALL taxpayers. We will #MAGA.""","Mostly False"
"1153","http://schema.org","ClaimReview","2017-01-06","https://www.politifact.com/global-news/statements/2017/jan/06/blog-posting/parenting-blog-falsely-claims-vicks-vaporub-was-fa/","PolitiFact","Says Vicks VapoRub caused a child’s death.","False"
"1154","http://schema.org","ClaimReview","2018-08-24","https://www.politifact.com/truth-o-meter/statements/2018/aug/24/heidi-heitkamp/kevin-cramers-votes-pre-existing-conditions/","PolitiFact","Says Kevin Cramer voted to let insurance companies go back to denying coverage for 300,000 North Dakotans with pre-existing conditions.","Half True"
"1155","http://schema.org","ClaimReview","2018-04-27","https://www.politifact.com/truth-o-meter/statements/2018/apr/27/donald-trump/donald-trump-iran-150-billion-and-18-billion-c/","PolitiFact","The nuclear deal gave Iran ""$150 billion, giving $1.8 billion in cash — in actual cash carried out in barrels and in boxes from airplanes.""","Half True"
"1156","http://schema.org","ClaimReview","2016-04-25","https://www.washingtonpost.com/news/fact-checker/wp/2016/04/25/trumps-false-claim-that-isis-is-making-a-fortune-on-libyan-oil/","Washington Post","""ISIS has the oil [in Libya]....ISIS is making a fortune now in Libya.”","Four Pinocchios"
"1157","http://schema.org","ClaimReview","2017-08-17","https://www.washingtonpost.com/news/fact-checker/wp/2017/08/17/president-trumps-claim-he-has-done-far-more-than-anyone-for-inner-cities/","Washington Post","“I’ll tell you, we’re spending a lot of money on the inner cities. We’re fixing the inner cities. We’re doing far more than anybody’s done with respect to the inner cities. It’s a priority for me. And it’s very important.”","Four Pinocchios"
"1158","http://schema.org","ClaimReview","2016-12-16","https://www.politifact.com/wisconsin/statements/2016/dec/16/russ-feingold/was-social-security-basically-invented-university-/","PolitiFact","Social Security ""was basically invented"" at the University of Wisconsin-Madison; ""that's where Franklin Roosevelt got the idea.""","True"
"1159","http://schema.org","ClaimReview","2016-08-15","https://www.politifact.com/truth-o-meter/statements/2010/mar/15/mitt-romney/obama-remarks-never-true-apology/","PolitiFact","Several times, Obama ""has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""","False"
"1160","http://schema.org","ClaimReview","2016-06-15","https://www.washingtonpost.com/news/fact-checker/wp/2016/06/15/donald-trumps-almost-true-claim-that-the-president-has-power-to-ban-any-class-of-persons/","Washington Post","""The president has the right to ban any group or anybody that he feels is going to do harm to our country. They have an absolute right.""","One Pinocchio"
"1161","http://schema.org","ClaimReview","2018-04-23","https://www.politifact.com/truth-o-meter/statements/2018/apr/23/bill-hightower/1700-families-generate-80-percent-crime-mobile-ala/","PolitiFact","“In Mobile, it’s something like, 1,700 families generate 80 percent of the crime. We know who those families are.”","Half True"
"1162","http://schema.org","ClaimReview","2017-10-03","https://www.politifact.com/wisconsin/statements/2017/oct/03/chris-abele/do-90-americans-support-background-checks-all-gun-/","PolitiFact","90 percent of Americans ""support universal background checks"" for gun purchases.","True"
"1163","http://schema.org","ClaimReview","2016-07-28","https://www.politifact.com/truth-o-meter/statements/2016/jul/28/barack-obama/crime-and-illegal-immigration-are-decades-long-low/","PolitiFact","""Illegal immigration and the crime rate are as low as they’ve been in decades.""","Mostly True"
"1164","http://schema.org","ClaimReview","2018-12-07","https://www.politifact.com/west-virginia/statements/2018/dec/07/mike-romano/did-west-virginia-rank-50th-household-income-2017-/","PolitiFact","""In 2017, West Virginia’s $43,469 median household income was $16,867 below the national average, ranking 50th.""","True"
"1165","http://schema.org","ClaimReview","2017-02-21","https://www.politifact.com/punditfact/statements/2017/feb/21/anthony-tata/how-have-sanctions-impacted-russias-economy/","PolitiFact","""The sanctions that we put on (Russia) for the Crimea annexation and meddling in Ukraine ... have absolutely crushed the ruble by 50%. And GDP from 2014 to 2016 is 50% down in Russia, as well.""","Half True"
"1166","http://schema.org","ClaimReview","2017-01-24","https://www.washingtonpost.com/news/fact-checker/wp/2017/01/24/recidivism-watch-trumps-claim-that-3-5-million-people-voted-illegally-in-the-election/","Washington Post","""Between 3 million and 5 million illegal votes caused him to lose the popular vote.”","Four Pinocchios"
"1167","http://schema.org","ClaimReview","2019-04-16","https://www.factcheck.org/2019/04/jay-inslees-green-jobs-claim/","FactCheck.org","""The most rapidly growing job in America is solar installer, and second is wind turbine technician.""","BLS Projects for 2026"
"1168","http://schema.org","ClaimReview","2018-02-20","https://www.politifact.com/wisconsin/statements/2018/feb/20/kevin-nicholson/which-higher-number-people-or-number-guns-america/","PolitiFact","""There are more guns in this country than there are people.""","Half True"
"1169","http://schema.org","ClaimReview","2018-11-02","https://www.politifact.com/new-york/statements/2018/nov/02/nathan-mcmurray/new-york-giver-state-federal-treasury/","PolitiFact","“Do you know that New York State pays out way more than they ever get back?”","True"
"1170","http://schema.org","ClaimReview","2018-01-09","https://www.washingtonpost.com/news/fact-checker/wp/2018/01/09/what-you-need-to-know-about-christopher-steele-the-fbi-and-the-dossier/","Washington Post","“Mr. Steele was on the payroll of Fusion GPS, who was being paid by the Democratic Party to do opposition research on Donald Trump. That while he was working with the FBI, he was shopping this dossier all over the world. That’s not what an informant should do.”","Not the Whole Story"
"1171","http://schema.org","ClaimReview","2017-04-21","https://www.washingtonpost.com/news/fact-checker/wp/2015/11/24/loretta-lynchs-false-claim-on-sex-trafficking-arrests/","Washington Post","“The FBI conducted its ninth annual ‘Operation: Cross Country’ initiative against those who traffic in children for sexual exploitation, resulting in the arrest of hundreds of sex traffickers.”","Four Pinocchios"
"1172","http://schema.org","ClaimReview","2018-09-20","https://www.factcheck.org/2018/09/false-claims-about-kavanaughs-mom-and-foreclosure/","FactCheck.org","""Judge Kavanaugh's mother foreclosed on Christine Blasey Ford's parents' home""","False"
"1173","http://schema.org","ClaimReview","2017-12-01","https://www.politifact.com/truth-o-meter/article/2017/dec/01/flynns-guilty-plea-confirms-he-talked-russian-sanc/","PolitiFact","Says he did not discuss sanctions with Russian ambassador to U.S.","Flynn talked Russia sanction"
"1174","http://schema.org","ClaimReview","2016-10-25","https://www.washingtonpost.com/news/fact-checker/wp/2016/10/25/abortion-rights-advocates-claim-that-one-in-three-women-has-had-an-abortion/","Washington Post","“One in three women in this country has had an abortion.”","Four Pinocchios"
"1175","http://schema.org","ClaimReview","2017-10-18","https://www.politifact.com/punditfact/statements/2017/oct/18/asamericanasapplepieorg/hillary-clinton-wanted-irma-wipe-every-florida-hil/","PolitiFact","""Hillary (Clinton) caught on tape laughing about (Hurricane) Irma ‘wiping out all of those Florida hillbillies’.""","Pants on Fire"
"1176","http://schema.org","ClaimReview","2018-03-30","https://www.politifact.com/punditfact/statements/2018/mar/30/blog-posting/donald-trump-just-ended-welfare-immigrants-s-false/","PolitiFact","BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years!","False"
"1177","http://schema.org","ClaimReview","2016-07-15","https://www.politifact.com/truth-o-meter/statements/2010/nov/09/mike-pence/mike-pence-says-raising-taxes-lowers-tax-revenues/","PolitiFact","""Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.""","False"
"1178","http://schema.org","ClaimReview","2017-12-11","https://www.politifact.com/illinois/statements/2017/dec/11/jb-pritzker/no-jb-pritzker-did-not-release-more-tax-informatio/","PolitiFact","""I released way more (tax) information than Bruce Rauner has.""","False"
"1179","http://schema.org","ClaimReview","2018-09-14","https://www.politifact.com/punditfact/statements/2018/sep/14/blog-posting/hannity-orourke-asked-help-getting-undocumented-im/","PolitiFact","""Hannity tells radio audience that Beto O’Rourke is asking for help in getting undocumented to vote.""","True"
"1180","http://schema.org","ClaimReview","2018-09-10","https://www.politifact.com/facebook-fact-checks/statements/2018/sep/10/blog-posting/miami-dolphins-hasnt-fired-national-anthem-kneeler/","PolitiFact","""Miami Dolphins fire 2 kneeling players before pre-season kickoff.""","Pants on Fire"
"1181","http://schema.org","ClaimReview","2016-06-17","https://www.politifact.com/texas/statements/2016/jun/17/louie-gohmert/louie-gohmert-singles-out-large-share-federal-inma/","PolitiFact","""Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.""","Half True"
"1182","http://schema.org","ClaimReview","2017-09-28","https://www.politifact.com/truth-o-meter/statements/2017/sep/28/donald-trump/donald-trumps-dubious-claim-his-tax-plan-wont-bene/","PolitiFact","Says ""No, I don't benefit, I don't benefit"" from his tax proposal.","False"
"1183","http://schema.org","ClaimReview","2017-01-29","https://www.washingtonpost.com/news/fact-checker/wp/2017/01/29/trumps-facile-claim-that-his-refugee-policy-is-similar-to-obama-in-2011/","Washington Post","""My policy is similar to what President Obama did in 2011 when he banned visas for refugees from Iraq for six months.”","Two Pinocchios"
